factor,type,direction,ic_mean,ic_std,ic_ir,ic_positive_ratio,sharpe,long_sharpe,short_sharpe,ann_ret,long_ann_ret,short_ann_ret,max_dd,final_nav,n_days,avg_valid_count,ret_2022,ret_2023,ret_2024,ret_2025
realized_skew,Intraday,-1,0.03328003128494389,0.10896822177566635,0.3054104002848988,0.6270604395604396,-1.3234838215591889,-0.7802240004827898,0.4108339970505137,-0.14868952026505233,-0.6279588383188096,0.008425567132819278,-0.4958355903021888,0.5261603014858004,1456,209.70773442847366,-0.2973312544437179,-0.12345570221326518,-0.08034577323178838,-0.07109991866279453
intraday_skew,Intraday,-1,0.03328003128494389,0.10896822177566635,0.3054104002848988,0.6270604395604396,-1.3234838215591889,-0.7802240004827898,0.4108339970505137,-0.14868952026505233,-0.6279588383188096,0.008425567132819278,-0.4958355903021888,0.5261603014858004,1456,209.70773442847366,-0.2973312544437179,-0.12345570221326518,-0.08034577323178838,-0.07109991866279453
amplitude,Daily,-1,0.07964546423042947,0.20250108034489583,0.3933088167316971,0.6751373626373627,-1.3330413287738594,-0.806480010137884,0.3064404583701212,-0.24987911265441054,-0.6890774320333509,-0.015154090273131193,-0.6947870023424135,0.317609481884804,1456,209.72416153319645,-0.33637682276433056,-0.16316939777209372,-0.109070629894512,-0.3580649570878893
surge_ret_mean,Intraday,-1,0.022660161205858807,0.1175191077341633,0.19282106301306418,0.5755494505494505,-1.414607309528562,-0.7772265385639573,0.3366499355152889,-0.1673662947464266,-0.6269692753009137,-0.0712069408971634,-0.5363898689455899,0.48160133954787115,1456,208.49418206707733,-0.21685640009515628,-0.23940680195603037,-0.06786594856892159,-0.13260787958005815
second_half_ret,Intraday,-1,0.03501890913776171,0.15955855642146788,0.2194737012443481,0.5776098901098901,-1.473131591985999,-0.9102804623365734,0.31073761436608593,-0.22358375916176476,-0.6648546104109601,-0.09564140844989133,-0.6484508823215974,0.3644037920087183,1456,209.97056810403834,-0.3922957828696483,-0.005083014451135681,-0.18920241846219155,-0.2566534201853574
intraday_range,Intraday,-1,0.08039273490478215,0.2024762221922912,0.39704776226986166,0.6740027510316369,-1.4845510628982974,-0.8690887747016848,0.3012003739252713,-0.27253197238283133,-0.7064909816747189,-0.018057228753460608,-0.7295098167182039,0.28153163020116917,1454,209.74058863791925,-0.3784141712224267,-0.16232656263580714,-0.11391800004249564,-0.3897926534772974
last_hour_ret,Intraday,-1,0.02160209860603834,0.131597151378843,0.1641532262527308,0.5583791208791209,-1.5372125269981145,-0.7574738887263562,0.26365246869280284,-0.19304236838988675,-0.6277672639311541,-0.11811272689027363,-0.5935019487686979,0.4250340728145132,1456,209.97056810403834,-0.283493858598598,-0.16158437092956868,-0.08159001130957899,-0.2296149161485178
idio_skew_vol_ratio,Intraday,-1,0.035510238064590104,0.10499795249989664,0.33819930614963184,0.6364261168384879,-1.5462403353366942,-0.7939785341126151,0.3645409897418016,-0.17020473708899486,-0.637448751793702,-0.03449090218624806,-0.5387202135444354,0.47532843118885426,1455,208.6618754277892,-0.285727168855221,-0.1555134721267899,-0.1150505060997069,-0.10953172801586164
quiet_hours_ret,Intraday,-1,0.0206606861672583,0.13771578641643853,0.1500240836917683,0.5686813186813187,-1.586226253676243,-0.9042096828303681,0.37331909704964156,-0.2092433549684729,-0.6753557348165264,-0.032933419094883676,-0.6175782699499384,0.3920024119646874,1456,209.97056810403834,-0.3966686775894094,-0.2003924223091892,-0.04200781532788267,-0.15180833719254017
brilliant_ret,Intraday,-1,0.028200934692455302,0.10857451006550191,0.25973805525865523,0.6030219780219781,-1.6022652281735463,-0.8375528585348868,0.3939003197242267,-0.16612458397465935,-0.635308724371436,-0.00975686291719613,-0.5398700475114258,0.48447271832236,1456,208.49418206707733,-0.21500214969464615,-0.2469671759264096,-0.05595372226576578,-0.13185220356081506
vol_weighted_volatility,Intraday,-1,0.0486218915666964,0.12040974245939336,0.40380360040266267,0.6510989010989011,-1.6250090594215425,-0.7521718637975048,0.21691650588616274,-0.19803561227768818,-0.6069384717369786,-0.14682745955003396,-0.5999784799396204,0.41463951557389733,1456,208.5359342915811,-0.23097523264879805,-0.21373253059138542,-0.21024123809651907,-0.13170839755838615
volume_change,Daily,-1,0.0410949722267416,0.11361893838553692,0.36169118629135955,0.6407967032967032,-1.664375843981482,-0.8299992576920704,0.33691220565275665,-0.19097516347504284,-0.6445162956568289,-0.054340577090962405,-0.5771631002771972,0.4293940820841913,1456,203.69199178644763,-0.33185776304813974,-0.22629050738757395,0.06046804162349062,-0.21672977524238135
smart_non_smart_diff,Intraday,-1,0.03681815027833336,0.11970073659153779,0.3075849677360008,0.6181318681318682,-1.6713670129117317,-0.8263074177444238,0.3150162242018201,-0.20541604799557334,-0.6614546038265532,-0.08116248885264898,-0.634865093004783,0.39962579789368186,1456,209.70773442847366,-0.24891647242587955,-0.057337047607521896,-0.186235191147345,-0.30639864173658504
intraday_idio_skew,Intraday,-1,0.03855885073949258,0.11052472576028413,0.34887077968792835,0.6439862542955326,-1.6912193431987737,-0.8656527367116884,0.37490867968808167,-0.19555392469775035,-0.6679596289629115,-0.03244415445118698,-0.5978861218774237,0.42003193528554983,1455,208.6618754277892,-0.3251191802048601,-0.16505964146918828,-0.10876309151128283,-0.16361428217970675
market_alpha,Intraday,-1,0.036059400138815124,0.1484803662837582,0.24285633591002392,0.593127147766323,-1.71159053598134,-1.0920363926321814,0.4311702107864029,-0.2412970155612073,-0.7146487030567483,0.0005907694120774742,-0.6720976298432527,0.3326059559273535,1455,208.92470910335388,-0.3168291334665787,-0.18130772003303608,-0.22571470602223942,-0.23196859628907374
